id,lat,long,name,address,category,zip,phone,closed
george-cigar-anaheim-4,33.82657,-117.91053,George Cigar,804 S Anaheim Blvd Anaheim CA 92805,tobaccoshops vapeshops,90638,+17147801195,False
smoke-and-vape-anaheim,33.8235784,-117.9162364,Smoke & Vape,853 S Harbor Blvd Anaheim CA 92805,vapeshops,90638,+17147784444,False
activape-west-covina-2,34.0581442,-117.935844,ActiVape,951 S Glendora Ave West Covina CA 91790,vapeshops,90640,+16269627018,False
lala-land-smoke-shop-la-puente,34.0370102,-117.9489184,Lala Land Smoke Shop,15442 Amar Rd La Puente CA 91744,tobaccoshops headshops vapeshops,90640,+16268553000,False
vape-three-el-monte,34.076782,-118.020523,Vape Three,3944 N Peck Rd Ste 4 El Monte CA 91732,vapeshops,90640,+16264530331,False
ultramist-vape-west-covina,34.0769802,-117.9079349,Ultramist Vape,351 N Azusa Ave West Covina CA 91791,vapeshops,90640,+16268593400,False
burnin-earth-smoke-shop-monrovia-3,34.1515400455,-118.00127246,Burnin' Earth Smoke Shop,103 W Foothill Blvd Monrovia CA 91016,tobaccoshops vapeshops,90640,+16269321995,False
vape-society-west-covina-4,34.0326147023,-117.914222388,Vape Society,2411 S Azusa Ave West Covina CA 91792,vapeshops,90640,+16263767888,False
e-vape-mods-burbank-3,34.1806777195,-118.303250538,E - Vape Mods,401 S Glenoaks Blvd Ste 204 Burbank CA 91502,vapeshops,90640,+18188028288,False
vapor-devils-west-covina,34.0796467,-117.907222,Vapor Devils,500 N Azusa Ave Ste 111 West Covina CA 91791,vapeshops,90670,+16268597777,False
smokeless-success-long-beach-3,33.7897166973,-118.154440685,Smokeless Success,3200 E Pacific Coast Hwy Ste D Long Beach CA 90804,vapeshops,90670,+15625673244,False
balboa-smoke-shop-garden-grove-2,33.7883651,-117.9625849,Balboa Smoke Shop,9760 Chapman Ave Garden Grove CA 92840,tobaccoshops vapeshops,90680,+17146361736,False
westside-lifestyle-westminster-3,33.773248091,-118.008172363,Westside Lifestyle,7140 Gardengrove Blvd Westminster CA 92683,vapeshops,90680,+17143790200,False
up-in-smoke-smoke-shop-costa-mesa-3,33.667716,-117.883263,Up In Smoke Smoke Shop,270 Bristol St Ste 101 Costa Mesa CA 92626,tobaccoshops vapeshops,90704,+17146411008,False
flawless-vape-shop-costa-mesa-6,33.6321985943,-117.914617248,Flawless Vape Shop,333 E 17th St Ste 21A Costa Mesa CA 92627,vapeshops,90704,+19495151515,False
mesa-vape-costa-mesa,33.6796142,-117.893721,Mesa Vape,891 W Baker St Ste B-11 Costa Mesa CA 92626,vapeshops,90704,+17147541125,False
south-county-vapors-3-tustin-tustin-2,33.736362,-117.824539,South County Vapors 3 - Tustin,14051 Newport Ave Ste C Tustin CA 92780,vapeshops,90704,+17145055800,False
vapor-hb-huntington-beach-2,33.7168575,-117.9996337,Vapor HB,16942 Gothard St Ste H Huntington Beach CA 92647,vapeshops,90704,+17148489300,False
glass-mahal-costa-mesa-3,33.6568336487,-117.908309937,Glass Mahal,2263 Fairview Rd Ste E Costa Mesa CA 92627,vapeshops tobaccoshops headshops,90704,+19492009348,False
hickory-smoke-shop-santa-ana,33.7454150341,-117.860800769,Hickory Smoke Shop,720 E First St Santa Ana CA 92701,tobaccoshops vapeshops headshops,90704,+17145433800,False
tobacco-stop-santa-ana-2,33.703394,-117.88562,Tobacco Stop,3312 S Bristol St Santa Ana CA 92704,tobaccoshops vapeshops headshops,90704,+17145403713,False
smoke-and-vape-fountain-valley,33.7135634,-117.9297058,Smoke And Vape,17197 Newhope St Ste F Fountain Valley CA 92708,vapeshops headshops,90704,+18336667770,False
ecig-emporium-irvine-2,33.6763448,-117.8558316,ECig Emporium,2222 Michelson Dr Unit 238 Irvine CA 92612,tobaccoshops vapeshops,90704,+19498337927,False
sunset-vapor-huntington-beach,33.712928,-118.063698,Sunset Vapor,17212 Pacific Coast Hwy Ste A Huntington Beach CA 92649,vapeshops,90704,+15625920077,False
c3-vapors-and-coffee-shop-costa-mesa-3,33.6389823,-117.9215509,C3 Vapors And Coffee Shop,1779 Newport Blvd Fl 2 Costa Mesa CA 92627,vapeshops coffee,90704,+19496127475,False
vape-it-up-hb-huntington-beach,33.6577293486,-118.000814479,Vape It Up HB,126 Main St Ste 103 Huntington Beach CA 92648,vapeshops,90704,+17148898960,False
8-ball-vapor-fountain-valley-2,33.7309819606,-117.924084389,8 Ball Vapor,11759-A Edinger Ave Fountain Valley CA 92708,vapeshops,90704,+17148843461,False
smoke-zone-and-vapes-santa-ana,33.7457734,-117.9221225,Smoke Zone & Vapes,3839 W 1st St Santa Ana CA 92703,tobaccoshops vapeshops,90704,+17142658948,False
9m-smoke-shop-costa-mesa,33.64386,-117.92012,9M Smoke Shop,522 W 19th St Costa Mesa CA 92627,tobaccoshops headshops vapeshops,90704,+19495741678,False
smokey-smoke-shop-huntington-beach,33.6863781,-117.9628749,Smokey Smoke Shop,19027 Bushard St Huntington Beach CA 92646,tobaccoshops vapeshops headshops,90704,+17148611477,False
smokeez-santa-ana,33.7601074,-117.8331935,SmokeeZ,2301 E 17th St Santa Ana CA 92705,tobaccoshops vapeshops,90704,+17146175990,False
habitat-smoke-shop-huntington-beach,33.7031810294,-117.989547923,Habitat Smoke Shop,17841 Beach Blvd Huntington Beach CA 92647,headshops tobaccoshops vapeshops,90704,+17149160145,False
metavape-huntington-beach,33.7167759818,-118.009453116,MetaVape,6829 Warner Ave Huntington Beach CA 92647,vapeshops,90704,+17143755726,False
match-free-electronic-cigarettes-long-beach-4,33.7656626083,-118.159142971,Match Free Electronic Cigarettes,2769 E Broadway Ave Long Beach CA 90803,tobaccoshops vapeshops,90716,+15622482555,False
american-smoke-n-vape-long-beach,33.7754749,-118.1500581,American Smoke N' Vape,3605 E 7th St. Long Beach CA 90804,vapeshops tobaccoshops,90716,+15624342500,False
os-tobacco-long-beach-3,33.7824751,-118.16059,OS Tobacco,2624 E Anaheim St Long Beach CA 90804,food vapeshops tobaccoshops,90716,+15624337601,False
cherry-smoke-and-skate-shop-long-beach-2,33.7719802,-118.1675351,Cherry Smoke & Skate Shop,418 Cherry Ave Long Beach CA 90802,vapeshops skateshops,90716,+15623435151,False
the-lil-smoke-shop-long-beach-3,33.7695999,-118.18577,The Lil Smoke Shop,523 E Broadway Long Beach CA 90802,tobaccoshops headshops vapeshops,90731,+15626062301,False
vape-master-and-smoke-shop-long-beach,33.7882528,-118.1891351,Vape Master & Smoke Shop,1708 Long Beach Blvd Long Beach CA 90813,vapeshops,90733,+15629124455,False
smoking-box-long-beach,33.77930224,-118.178762951,Smoking Box,1008 Alamitos Ave Long Beach CA 90813,tobaccoshops vapeshops headshops,90733,+15622469980,False
sams-smoke-shop-long-beach,33.7826552242,-118.183130175,Sam's Smoke Shop,775 E Anaheim St Long Beach CA 90813,tobaccoshops vapeshops,90733,+15622561313,False
sinless-vape-long-beach-4,33.789851,-118.179567,Sinless Vape,1026 E Pacific Coast Hwy Long Beach CA 90806,vapeshops,90733,+15625910022,False
surf-city-vapors-huntington-beach,33.7238493375,-118.0416509,Surf City Vapors,16373 Bolsa Chica St Huntington Beach CA 92649,vapeshops,90740,+17148464044,False
vapordna-huntington-beach,33.7010151,-117.9880863,VaporDNA,8162 Talbert Ave Ste 103 Huntington Beach CA 92646,vapeshops,90740,+17148459296,False
one-stop-smoke-shop-huntington-beach,33.692569,-117.9878,One Stop Smoke Shop,18582 Beach Blvd Ste 9 Huntington Beach CA 92648,tobaccoshops vapeshops headshops,90740,+17149643400,False
magic-budz-smoke-shop-huntington-beach,33.7095879,-117.988579,Magic Budz Smoke Shop,17404 Beach Blvd Huntington Beach CA 92647,tobaccoshops vapeshops,90740,+16574649281,False
huntington-beach-vape-shop-huntington-beach-2,33.7086250504,-117.996472611,Huntington Beach Vape Shop,7611 Slater Ave Huntington Beach CA 92647,vapeshops,90740,+17143752555,False
e-cigarette-empire-las-vegas,33.7087721,-117.9962804,E-Cigarette Empire,365 Pilot Rd Ste B las vegas NV 89119,vapeshops,90740,+17023317212,False
palm-beach-vapors-huntington-beach-huntington-beach-2,33.7143841454,-118.024803571,Palm Beach Vapors- Huntington Beach,5960 Warner Ave Huntington Beach CA 92649,vapeshops,90740,+17148408811,False
hb-smoke-and-vape-shop-huntington-beach-2,33.7299683,-118.0037213,HB Smoke & Vape Shop,7194 Edinger Ave Huntington Beach CA 92647,tobaccoshops vapeshops,90740,+17148419929,False
paradise-vape-westminster,33.737759,-117.989498,Paradise Vape,15451 Beach Blvd Westminster CA 92683,vapeshops,90740,+18557978273,False
corner-vapory-huntington-beach,33.6801083386,-117.954105735,Corner Vapory,19459 Brookhurst St Huntington Beach CA 92646,vapeshops,90742,+18443131357,False
day-days-smoke-shop-santa-ana,33.760311,-117.871338,Day-Day's Smoke Shop,339 W 17th St Santa Ana CA 92706,tobaccoshops vapeshops,90742,+17145410996,False
flawless-vapes-and-supplies-fountain-valley,33.71641,-117.96363,Flawless Vapes & Supplies,9475 Warner Ave Ste B Fountain Valley CA 92708,vapeshops,90742,+17149626300,False
universal-stop-pasadena,34.1690368652,-118.111656189,Universal Stop,1878 E Washington Blvd Pasadena CA 91104,tobaccoshops vapeshops waterstores,91001,+16267973333,False
crystal-vapor-la-cañada-flintridge,34.217035819,-118.226929517,Crystal Vapor,2259 Foothill Blvd La Cañada Flintridge CA 91011,vapeshops,91001,+18182482200,False
vape-mastaz-pasadena,34.149262,-118.120585,Vape Mastaz,1446 E Walnut St Pasadena CA 91106,vapeshops,91001,+16266578911,False
all-in-1-smoke-shop-san-gabriel,34.1287021,-118.0729651,All In 1 Smoke Shop,7250 Rosemead Blvd San Gabriel CA 91775,vapeshops tobaccoshops,91001,+16267415425,False
the-clean-vape-altadena,34.18495,-118.13215,The Clean Vape,2271 N Lake Ave Ste 56 Altadena CA 91001,vapeshops,91001,+16266428273,False
vape-icon-san-gabriel-2,34.1030388,-118.1004715,Vape Icon,113 W Las Tunas Dr Ste 206 San Gabriel CA 91776,vapeshops,91001,+16262251432,False
vapor-room-pasadena,34.14644,-118.09385,Vapor Room,2735 E Colorado Blvd Pasadena CA 91107,vapeshops,91001,+16268440080,False
la-crescenta-smoke-shop-la-crescenta,34.2286967,-118.2477498,La Crescenta Smoke Shop,3132 Foothill Blvd La Crescenta CA 91214,tobaccoshops vapeshops headshops,91003,+18182499177,False
vape-crave-burbank-burbank,34.17784,-118.31896,Vape Crave Burbank,409 N Victory Blvd Burbank CA 91502,vapeshops,91003,+18187365390,False
vape-on-la-crescenta-la-crescenta-montrose,34.2329063,-118.2543335,Vape On La Crescenta,3434 Foothill Blvd Ste B La Crescenta-Montrose CA 91214,vapeshops,91003,+18182498273,False
smokers-delight-burbank,34.19106,-118.32318,Smokers Delight,1527 N San Fernando Blvd Burbank CA 91504,tobaccoshops headshops vapeshops,91003,+18185633888,False
xplicit-vape-shop-tujunga-2,34.2527453,-118.296033,Xplicit Vape Shop,7502 Foothill Blvd Ste 203 Tujunga CA 91042,tobaccoshops vapeshops electronics,91003,+18182739826,False
munchies-mart-los-angeles-2,34.247903,-118.280652,Munchies Mart,6835 Foothill Blvd Los Angeles CA 91042,tobaccoshops vapeshops,91003,+18187993972,False
my-og-smoke-shop-rosemead,34.08074,-118.06754,My OG Smoke Shop,9262 Valley Blvd Rosemead CA 91770,tobaccoshops vapeshops,91003,+16265452500,False
primo-smoke-shop-monrovia,34.1405487,-118.0066223,Primo Smoke Shop,321 W Huntington Dr Monrovia CA 91016,tobaccoshops vapeshops,91006,+16264085070,False
west-covina-smoke-and-vape-west-covina-2,34.0528018153,-117.953112094,West Covina Smoke & Vape,1300 W Francisquito Ave Ste C West Covina CA 91790,tobaccoshops vapeshops,91006,+16269181600,False
puff-and-pass-smoke-and-vape-baldwin-park-9,34.0866261759,-117.965175777,Puff & Pass Smoke and Vape,14151 Ramona Blvd Ste 2B Baldwin Park CA 91706,tobaccoshops headshops vapeshops,91006,+16263371937,False
stone-smoke-shop-and-gift-duarte-7,34.1400321515,-117.957920354,Stone Smoke Shop And Gift,2165 Huntington Dr Duarte CA 91010,vapeshops tobaccoshops headshops,91006,+16265317333,False
baldwin-tobacco-baldwin-park,34.07885,-117.988899,Baldwin Tobacco,13020 Francisquito Ave Baldwin Park CA 91706,tobaccoshops vapeshops,91006,+16268134300,False
zvape-glendora,34.1262858,-117.8724451,Zvape,720 S Grand Ave Glendora CA 91740,vapeshops,91008,+16263359988,False
rippin-vapors-azusa-azusa,34.13256,-117.90788,Rippin Vapors Azusa,625 N Azusa Ave Azusa CA 91702,vapeshops,91008,+16263208273,False
classic-vapor-azusa-upland,34.1307075,-117.9078195,Classic Vapor-Azusa,373 E Foothill Blvd Ste E Upland CA 91786,vapeshops,91008,+19099203244,False
clubhouse-liquor-azusa,34.1289349,-117.882735,Clubhouse Liquor,1143 E Alosta Ave Azusa CA 91702,beer_and_wine tobaccoshops vapeshops,91008,+16269636555,False
puff-n-stuff-glendora,34.128494,-117.874956,Puff N Stuff,614 W Rte 66 Glendora CA 91740,headshops vapeshops,91008,+16263879010,False
cigarette-plus-covina,34.0863242,-117.873894945,Cigarette Plus,833 E Badillo St Covina CA 91723,vapeshops tobaccoshops headshops,91008,+16269749992,False
20-past-4-azusa,34.1260872,-117.8899841,20 Past 4,310 N Citrus Ave Ste L Azusa CA 91702,vapeshops tobaccoshops,91008,+16269699004,False
the-toke-vape-and-smoke-glendora,34.1076203,-117.8811318,The Toke Vape & Smoke,1774 S Barranca Ave Glendora CA 91740,vapeshops tobaccoshops headshops,91008,+14242939313,False
mode-vape-san-dimas,34.10699,-117.80603,Mode Vape,133 E Bonita Ave Ste 100 San Dimas CA 91773,vapeshops,91009,+19095997999,False
the-vaping-section-diamond-bar,34.0347290637,-117.805774882,The Vaping Section,908 N Diamond Bar Blvd Diamond Bar CA 91765,vapeshops,91009,+19098601051,False
vapor-junkies-walnut,34.0454983,-117.8496864,Vapor Junkies,1321 N Grand Ave Walnut CA 91789,vapeshops,91009,+19095950255,False
smoke-and-dreams-san-dimas-3,34.1052029,-117.8182036,Smoke and Dreams,633 W Arrow Hwy San Dimas CA 91773,tobaccoshops vapeshops,91009,+19095999555,False
mode-vape-glendora,34.1067849675,-117.849435262,Mode Vape,747 E Arrow Hwy Ste B Glendora CA 91740,vapeshops,91009,+16264841182,False
vapor-boss-san-dimas,34.10345,-117.80761,Vapor Boss,105 W Arrow Hwy Ste 4 San Dimas CA 91773,vapeshops,91009,+19095998277,False
tobacco-and-more-vape-west-covina,34.0741467,-117.9261979,Tobacco & More VAPE,120 N Vincent Ave Ste 3007 West Covina CA 91790,tobaccoshops vapeshops,91009,+16269663999,False
myvapors-west-covina-9,34.0697300434,-117.890069336,myVapors,196 S Citrus St West Covina CA 91791,vapeshops,91009,+16263327438,False
allure-vapor-shop-la-verne,34.11403,-117.76456,Allure Vapor Shop,2105 Foothill Blvd Ste F La Verne CA 91750,vapeshops,91010,+19095961919,False
a-and-t-smoke-shop-la-crescenta-montrose-5,34.23923,-118.26358,A & T Smoke Shop,3857 Foothill Blvd Ste 3 La Crescenta-Montrose CA 91214,vapeshops tobaccoshops,91011,+18182016640,False
elite-smoke-shop-tujunga,34.2480186,-118.2855018,Elite Smoke Shop,7071 Foothill Blvd Tujunga CA 91042,tobaccoshops vapeshops,91011,+18183537733,False
matador-smoke-shop-la-crescenta,34.2205626,-118.2491287,Matador Smoke Shop,3208 Honolulu Ave La Crescenta CA 91214,vapeshops,91011,+18182753653,False
glendale-house-of-smokes-glendale,34.1747299,-118.29398,Glendale House of Smokes,1921 W Glenoaks Blvd Glendale CA 91201,tobaccoshops vapeshops headshops,91011,+18185627898,False
mtv-smokeshop-tujunga,34.2477804776,-118.282514321,MTV Smokeshop,6918 Foothill Blvd Tujunga CA 91042,vapeshops,91011,+18183539767,False
commerce-smoke-shop-tujunga,34.25116,-118.28897,Commerce Smoke Shop,10031 Commerce Ave Tujunga CA 91042,tobaccoshops vapeshops,91011,,False
smokers-addicts-west-covina-2,34.0785874316,-117.907040343,Smokers Addicts,432 N Azusa Ave West Covina CA 91791,tobaccoshops headshops vapeshops,91016,+16269389196,False
vape-noir-burbank,34.1864215,-118.3103941,Vape Noir,520 N Glenoaks Blvd Burbank CA 91502,vapeshops,91020,+18182380166,False
corner-market-sunland,34.2598399,-118.30292,Corner Market,10505 Mt Gleason Ave Sunland CA 91040,beer_and_wine vapeshops,91020,+18183534272,False
vapor-time-burbank,34.1834714,-118.3122355,Vapor Time,201 E Magnolia Blvd Burbank CA 91502,vapeshops,91020,,False
xplicit-vape-burbank,34.1980099,-118.3269,Xplicit Vape,2119 N Glenoaks Blvd Burbank CA 91504,vapeshops,91020,+18187365123,False
brazil-smoke-and-vape-shop-sun-valley,34.22433,-118.365997,Brazil Smoke & Vape Shop,8451 Sunland Blvd Sun Valley CA 91352,vapeshops,91040,+18185049341,False
vapeur-terp-los-angeles-2,34.22379,-118.3612,Vapeur Terp,8465 Glenoaks Blvd Unit A Los Angeles CA 91352,vapeshops headshops cannabis_clinics,91040,+18444202278,False
caught-the-vapors-burbank-2,34.1777905,-118.3405025,Caught the Vapors,2716 W Burbank Blvd Burbank CA 91505,vapeshops,91042,+18003919211,False
xplicit-vape-panorama-city-los-angeles-2,34.2218049,-118.428478,Xplicit Vape - Panorama City,13545 Roscoe Blvd Los Angeles CA 91402,vapeshops tobaccoshops,91042,+18188495811,False
valley-vape-shop-san-fernando,34.289325,-118.433625,Valley Vape Shop,603 N Maclay Ave San Fernando CA 91340,vapeshops,91042,+18184000143,False
gift-smoke-shop-pacoima,34.264811,-118.423193,Gift Smoke Shop,13312 Van Nuys Blvd Pacoima CA 91331,tobaccoshops vapeshops,91042,+18188965006,False
sylmar-smoke-shop-sylmar-3,34.3073261841,-118.430660641,Sylmar Smoke Shop,13630 Foothill Blvd Sylmar CA 91342,vapeshops tobaccoshops headshops,91042,+18188331500,False
valleysmokeshop-north-hollywood,34.20816,-118.38818,Valley Smoke Shop,7561 Lankershim Blvd North Hollywood CA 91605,tobaccoshops headshops vapeshops,91042,+18188213435,False
mr-puff-and-stuff-smoke-shop-north-hollywood,34.2157579614,-118.395672235,Mr Puff & Stuff Smoke Shop,12057 Strathern St North Hollywood CA 91605,tobaccoshops headshops vapeshops,91042,+18187687833,False
vapors-north-hollywood,34.20086,-118.42604,Vapors,13432 Sherman Way North Hollywood CA 91605,cannabis_clinics vapeshops,91042,,False
le-musée-du-fumeur-paris-3,48.8586285,2.382283,Le Musée du Fumeur,7 rue Pache 75011 Paris France,museums vapeshops,91131,+33146590551,False
clopinette-paris-2,48.8446530119,2.3022458022,Clopinette,43 rue Cambronne 75015 75015 Paris France,vapeshops,91131,+33142190154,False
kitclope-paris-5,48.8734784,2.3504722,Kitclope,42 rue d'Hauteville 75010 Paris France,vapeshops,91131,+33145232059,False
high-vaping-paris-2,48.8642179,2.331707,High Vaping,4 rue Saint-Roch 75001 Paris France,vapeshops,91131,+33954560922,False
kitclope-paris-4,48.8573509,2.3680646,Kitclope,57 boulevard Beaumarchais 75003 Paris France,vapeshops,91131,+33144789051,False
vapostore-paris-5,48.8768997,2.31706,Vapostore,71 bd Malesherbes 75008 Paris France,vapeshops,91131,+33973163232,False
kitclope-paris-3,48.8863386015,2.32224586249,Kitclope,46 rue la Comdamine 75017 Paris France,vapeshops,91131,+33143870790,False
alter-smoke-miromesnil-cigarette-electronique-paris,48.8733279,2.316114,Alter Smoke Miromesnil - Cigarette Electronique,28 rue de Miromesnil 75008 Paris France,tobaccoshops vapeshops,91131,+33142651734,False
la-brumeuse-pontault-combault,48.80483,2.61405,La Brumeuse,31 ave de la République 77340 Pontault Combault France,vapeshops,91131,+33160294022,False
point-smoke-vincennes-2,48.848365,2.433507,Point Smoke,125 rue de Fontenay 94300 Vincennes France,vapeshops,91131,+33950442322,False
mister-phony-paris-02,48.8685199,2.34718,Mister Phony,2 rue de Mulhouse 75002 Paris 02 France,mobilephonerepair vapeshops,91131,+33951205154,False
vapostore-paris,48.8257491,2.3510112,Vapostore,191 Rue Tolbiac 75013 Paris France,vapeshops,91131,+33145887717,False
eway-vape-paris,48.83948,2.35181,Eway Vape,7 Square Adanson 75005 Paris France,vapeshops,91131,+33145850841,False
tabac-du-palais-paris-2,48.854995822,2.34595958143,Tabac du Palais,5 boulevard du Palais 75004 Paris France,tobaccoshops giftshops vapeshops,91131,+33967806301,False
clop-electrochic-rueil-malmaison,48.8889078491,2.1681888029,Clop Electrochic,16 place de l'Europe 92500 Rueil-Malmaison France,vapeshops,91131,+33147498284,False
pipeline-store-paris,48.881764,2.317415,Pipeline Store,94 boulevard des Batignolles 75017 Paris France,vapeshops,91131,+33980623719,False
maison-lavape-paris,48.8503,2.37486,Maison Lavape,77 avenue Ledru Rollin 75012 Paris France,vapeshops,91131,+33153170544,False
voluptycig-paris-20,48.8722159,2.3917596,Voluptycig,302 Rue Des Pyrenees 75020 Paris 20 France,tobaccoshops vapeshops,91131,+33171195180,False
cig-star-thousand-oaks,34.2100617,-118.8402686,Cig Star,2060 E Avenida De Los Arboles Ste H Thousand Oaks CA 91362,tobaccoshops vapeshops,91301,+18054928652,False
the-vapor-spot-vape-shop-and-vapor-bar-northridge,34.2312628387,-118.553075865,The Vapor Spot- Vape Shop and Vapor Bar,8850 Tampa Ave Ste 106 Northridge CA 91324,vapeshops,91302,+18189602261,False
skyline-smoke-shop-canoga-park,34.2199346,-118.5890719,Skyline Smoke Shop,20927 Roscoe Blvd Canoga Park CA 91304,vapeshops tobaccoshops headshops,91302,,False
gz-smoke-shop-and-vape-los-angeles,34.2208752036,-118.605368882,Gz Smoke Shop and Vape,21934 Schoenborn St Los Angeles CA 91304,tobaccoshops vapeshops,91302,+18189994353,False
purple-haze-smoke-shop-los-angeles-4,34.2080141,-118.5708551,Purple Haze Smoke Shop,7576 Winnetka Ave Los Angeles CA 91306,headshops vapeshops tobaccoshops,91302,+18186268462,False
crystal-smoke-shop-los-angeles,34.2086123278,-118.595869414,Crystal Smoke Shop,21305 Saticoy St Los Angeles CA 91304,vapeshops tobaccoshops,91302,+18189638392,False
smoke-n-vape-wholesale-northridge-2,34.2315483,-118.556221,Smoke N' Vape Wholesale,19441 Business Center Dr Unit 108 Northridge CA 91324,vapeshops tobaccoshops,91302,+18189628273,False
smoke-solutions-los-angeles-2,34.2105425,-118.5711449,Smoke Solutions,7659 Winnetka Ave Los Angeles CA 91306,vapeshops tobaccoshops,91302,+18187178211,False
purple-haze-chatsworth,34.2495585068,-118.606234372,Purple Haze,9857 Topanga Canyon Blvd Chatsworth CA 91311,tobaccoshops headshops vapeshops,91304,+18183414060,False
the-v-spot-vapor-simi-valley-4,34.2848541066,-118.717264789,The V Spot Vapor,2760 Tapo Canyon Rd Ste 9 Simi Valley CA 93063,vapeshops,91304,+18055738273,False
818-vapor-bar-chatsworth-2,34.2537266,-118.6060161,818 Vapor Bar,10104 Topanga Canyon Blvd Chatsworth CA 91311,vapeshops,91304,+18188824451,False
tobacco-cigars-and-more-simi-valley,34.279666,-118.719001,Tobacco, Cigars & More,3949 Cochran St Ste A Simi Valley CA 93063,tobaccoshops headshops vapeshops,91304,+18055271111,False
cig-4-u-chatsworth-4,34.25369,-118.606018,CIG 4 U,10104 Topanga Cyn Blvd Chatsworth CA 91311,vapeshops,91304,+18188824451,False
smoke-and-vape-simi-valley,34.27872,-118.709655,Smoke & Vape,4386 Cochran St Simi Valley CA 93063,vapeshops tobaccoshops,91304,+18053061183,False
cigarette-store-los-angeles,34.2463556659,-118.53692614,Cigarette Store,9677 Reseda Blvd Los Angeles CA 91324,tobaccoshops vapeshops headshops,91304,+18184077106,False
ahk-cigarettes-plus-northridge,34.22113,-118.53765,Ahk Cigarettes Plus,18535 Roscoe Blvd Northridge CA 91324,vapeshops,91304,+18187722656,False
ie-somke-and-vape-northridge,34.222621,-118.536708,IE Somke & Vape,8363 Reseda Blvd Northridge CA 91324,vapeshops tobaccoshops,91304,+19092460402,False
smoke-shop-chatsworth-2,34.2497357,-118.5884351,Smoke Shop,9862 De Soto Ave Chatsworth CA 91311,tobaccoshops headshops vapeshops,91304,+18187182768,False
purple-haze-smoke-shop-los-angeles-5,34.22832,-118.52698,Purple Haze Smoke Shop,8678 Lindley Ave Los Angeles CA 91325,headshops vapeshops tobaccoshops,91304,+18182803068,False
ecg-vapor-bar-los-angeles,34.2573853,-118.5900803,Ecg Vapor Bar,20945 Devonshire Los Angeles CA 91311,vapeshops,91304,+18183499479,False
ark-smoke-shop-granada-hills,34.2650472651,-118.517999947,Ark Smoke Shop,17609 Chatsworth St Granada Hills CA 91344,tobaccoshops vapeshops headshops,91307,+18183638600,False
bodega-vapes-los-angeles-2,34.2647351,-118.5194707,Bodega Vapes,17654 Chatsworth St Los Angeles CA 91344,vapeshops,91307,+18182174949,False
cloud-10-vape-bar-simi-valley-2,34.2654433,-118.796121,Cloud 10 Vape Bar,1464 Madera Rd Ste L Simi Valley CA 93065,vapeshops,91307,+18058422607,False
santa-clarita-valley-vape-valencia-3,34.377173,-118.56743,Santa Clarita Valley Vape,25269 The Old Rd Valencia CA 91381,vapeshops,91307,+16612558273,False
cloudz-smoke-and-vape-los-angeles-2,34.2501086,-118.5195121,Cloudz Smoke & Vape,17646 Lassen St Unit 6 Los Angeles CA 91325,vapeshops tobaccoshops headshops,91307,+18186789584,False
cigarette-empire-north-hills-2,34.2351020073,-118.484517938,Cigarette Empire,9048 Woodley Ave Unit A North Hills CA 91343,tobaccoshops headshops vapeshops,91307,+18188309911,False
smoke-depot-and-vapor-lounge-valencia,34.4102377228,-118.578547717,Smoke Depot & Vapor Lounge,26930 The Old Rd Valencia CA 91381,tobaccoshops vapeshops,91310,+16616780610,False
cloud-9-vape-pure-santa-clarita,34.4506543,-118.4969543,Cloud 9 Vape Pure,28124 Bouquet Canyon Rd Santa Clarita CA 91350,vapeshops,91310,+16616735544,False
the-vapor-department-santa-clarita,34.4227516,-118.5418874,The Vapor Department,23130 Valencia Blvd Santa Clarita CA 91355,vapeshops,91310,+16612003424,False
vape-os-santa-clarita,34.4156599045,-118.456132784,Vape O's,27536 Sierra Hwy Santa Clarita CA 91351,vapeshops,91310,+16613605213,False
idrip-vape-shop-santa-clarita-2,34.434334,-118.529259,IDrip Vape Shop,26893 Bouquet Canyon Rd Ste D Santa Clarita CA 91350,vapeshops tobaccoshops,91310,+16613608588,False
valencia-cigar-and-newsstand-valencia,34.4227817,-118.5428005,Valencia Cigar and Newsstand,23164 Valencia Blvd Valencia CA 91355,tobaccoshops mags vapeshops,91310,+16612594828,False
cig-store-1-santa-clarita,34.4169647708,-118.456457849,Cig Store 1,18563 Soledad Canyon Rd Santa Clarita CA 91351,tobaccoshops vapeshops,91310,+16612508430,False
vaping-district-santa-clarita,34.41608,-118.47523,Vaping District,19443 Soledad Canyon Rd Santa Clarita CA 91351,vapeshops tobaccoshops,91310,+16613674075,False
cig-shop-newhall,34.3787178397,-118.55693087,Cig Shop,24150 Lyons Ave Newhall CA 91321,tobaccoshops vapeshops,91310,+16612543550,False
anjys-smoke-shop-castaic,34.4957480829,-118.621876203,Anjy's Smoke Shop,31755 Castaic Rd Castaic CA 91384,vapeshops tobaccoshops,91310,+16612573900,False
cig-world-canyon-country,34.42731,-118.42407,Cig World,16507 Soledad Canyon Rd Canyon Country CA 91351,tobaccoshops vapeshops headshops,91310,+16612504808,False
luxury-liquids-canyon-country,34.41336,-118.46343,Luxury Liquids,18820 Mandan St Unit 415 Canyon Country CA 91351,vapeshops,91310,+16613734907,False
good-vibes-van-nuys,34.20152,-118.48503,Good Vibes,16139 Sherman Way Van Nuys CA 91406,tobaccoshops headshops vapeshops,91316,+18188495076,False
